MeV,time1 (ps),time2 (ps)
12.209,4056.9,3267.6
12.21,4041.2,3255.1
12.211,4025.6,3242.6
12.212,4011.2,3231.1
12.212,3995.6,3218.6
12.213,3979.9,3206.1
12.214,3964.3,3193.6
12.215,3948.7,3181.1
12.216,3934.3,3169.6
12.217,3918.7,3157.1
12.218,3903,3144.6
12.219,3887.4,3132.2
12.22,3871.8,3119.7
12.221,3856.2,3107.2
12.221,3841.8,3095.7
12.222,3826.3,3083.2
12.223,3810.7,3070.7
12.224,3795.1,3058.3
12.225,3779.5,3045.8
12.226,3765.1,3034.3
12.227,3749.6,3021.8
12.228,3734,3009.4
12.229,3718.4,2996.9
12.229,3702.9,2984.5
12.23,3687.3,2972
12.231,3672.9,2960.5
12.232,3657.4,2948.1
12.233,3641.8,2935.6
12.234,3626.3,2923.2
12.235,3610.8,2910.7
12.236,3596.4,2899.3
12.236,3580.9,2886.8
12.237,3565.3,2874.4
12.238,3549.8,2861.9
12.239,3534.3,2849.5
12.24,3518.8,2837.1
12.241,3504.5,2825.6
12.242,3488.9,2813.2
12.243,3473.4,2800.8
12.244,3457.9,2788.3
12.245,3442.4,2775.9
12.245,3428.1,2764.5
12.246,3412.6,2752
12.247,3397.1,2739.6
12.248,3381.6,2727.2
12.249,3366.2,2714.8
12.25,3350.7,2702.4
12.251,3336.4,2691
12.252,3320.9,2678.6
12.252,3305.4,2666.2
12.253,3290,2653.8
12.254,3274.5,2641.4
12.255,3259.1,2629
12.256,3244.8,2617.5
12.257,3229.3,2605.1
12.258,3213.9,2592.7
12.259,3198.4,2580.4
12.26,3183,2568
12.26,3168.7,2556.5
12.261,3153.3,2544.2
12.262,3137.9,2531.8
12.263,3122.5,2519.4
12.264,3107,2507
12.265,3091.6,2494.7
12.266,3077.4,2483.3
12.267,3062,2470.9
12.268,3046.6,2458.5
12.269,3031.1,2446.2
12.269,3015.7,2433.8
12.27,3001.5,2422.4
12.271,2986.1,2410
12.272,2970.7,2397.7
12.273,2955.3,2385.3
12.274,2940,2373
12.275,2924.6,2360.6
12.276,2910.4,2349.2
12.276,2895,2336.9
12.277,2879.6,2324.5
12.278,2864.3,2312.2
12.279,2848.9,2299.9
12.28,2834.7,2288.5
12.281,2819.4,2276.1
12.282,2804,2263.8
12.283,2788.7,2251.5
12.284,2773.3,2239.2
12.285,2758,2226.8
12.285,2743.8,2215.5
12.286,2728.5,2203.1
12.287,2713.1,2190.8
12.288,2697.8,2178.5
12.289,2682.5,2166.2
12.29,2667.2,2153.9
12.291,2653,2142.5
12.292,2637.7,2130.2
12.292,2622.4,2117.9
12.293,2607.1,2105.6
12.294,2591.8,2093.3
12.295,2577.7,2081.9
12.296,2562.4,2069.6
12.297,2547.1,2057.3
12.298,2531.8,2045.1
12.299,2516.5,2032.8
12.3,2501.2,2020.5
12.3,2487.2,2009.2
12.301,2472.1,1997.1
12.302,2457.1,1985
12.303,2442,1972.9
12.304,2427,1960.8
12.305,2411.9,1948.7
12.306,2396.9,1936.6
12.307,2381.8,1924.5
12.308,2366.8,1912.4
12.308,2351.8,1900.3
12.309,2336.7,1888.2
12.31,2321.7,1876.1
12.311,2306.7,1864
12.312,2291.7,1851.9
12.313,2276.6,1839.8
12.314,2261.6,1827.8
12.315,2246.6,1815.7
12.316,2231.6,1803.6
12.316,2216.6,1791.5
12.317,2201.6,1779.4
12.318,2185.5,1766.4
12.319,2170.5,1754.4
12.32,2155.5,1742.3
12.321,2140.5,1730.2
12.322,2125.5,1718.2
12.323,2110.5,1706.1
12.324,2095.5,1694
12.325,2080.6,1682
12.325,2065.6,1669.9
12.326,2050.6,1657.9
12.327,2035.7,1645.8
12.328,2020.7,1633.8
12.329,2005.7,1621.7
12.33,1990.8,1609.7
12.331,1975.8,1597.6
12.332,1960.9,1585.6
12.333,1946,1573.5
12.333,1931,1561.5
12.334,1916.1,1549.5
12.335,1901.1,1537.4
12.336,1886.2,1525.4
12.337,1871.3,1513.4
12.338,1856.4,1501.4
12.339,1841.4,1489.3
12.34,1826.5,1477.3
12.341,1811.6,1465.3
12.341,1796.7,1453.3
12.342,1781.8,1441.2
12.343,1766.9,1429.2
12.344,1752,1417.2
12.345,1737.1,1405.2
12.346,1722.2,1393.2
12.347,1707.3,1381.2
12.348,1692.4,1369.2
12.349,1677.6,1357.2
12.349,1662.7,1345.2
12.35,1647.8,1333.2
12.351,1632.9,1321.2
12.352,1618.1,1309.2
12.353,1603.2,1297.2
12.354,1588.3,1285.2
12.355,1573.5,1273.2
12.356,1558.6,1261.2
12.357,1543.8,1249.2
12.357,1528.9,1237.3
12.358,1514.1,1225.3
12.359,1499.2,1213.3
12.36,1484.4,1201.3
12.361,1469.6,1189.3
12.362,1454.7,1177.4
12.363,1439.9,1165.4
12.364,1425.1,1153.4
12.365,1410.2,1141.5
12.365,1395.4,1129.5
12.366,1380.6,1117.5
12.367,1365.8,1105.6
12.368,1351,1093.6
12.369,1336.2,1081.7
12.37,1321.4,1069.7
12.371,1306.6,1057.8
12.372,1291.8,1045.8
12.373,1277,1033.9
12.373,1262.2,1021.9
12.374,1247.4,1010
12.375,1232.6,998.04
12.376,1217.9,986.1
12.377,1203.1,974.16
12.378,1188.3,962.23
12.379,1173.6,950.29
12.38,1158.8,938.36
12.381,1144,926.43
12.381,1129.3,914.51
12.382,1114.5,902.58
12.383,1099.8,890.66
12.384,1085,878.74
12.385,1070.3,866.82
12.386,1055.5,854.9
12.387,1040.8,842.99
12.388,1026,831.07
12.389,1011.3,819.16
12.389,996.59,807.25
12.39,981.86,795.35
12.391,967.14,783.44
12.392,952.42,771.54
12.393,937.71,759.64
12.394,922.99,747.74
12.395,908.29,735.84
12.396,893.58,723.95
12.397,878.88,712.06
12.397,864.18,700.17
12.398,849.48,688.28
12.399,834.79,676.39
12.4,820.1,664.51
12.401,805.42,652.63
12.402,790.74,640.75
12.403,776.06,628.87
12.404,761.38,616.99
12.405,746.71,605.12
12.405,732.04,593.24
12.406,717.37,581.38
12.407,702.71,569.51
12.408,688.05,557.64
12.409,673.4,545.78
12.41,658.74,533.92
12.411,644.09,522.06
12.412,629.45,510.2
12.413,614.81,498.34
12.413,600.17,486.49
12.414,585.53,474.64
12.415,570.9,462.79
12.416,556.27,450.94
12.417,541.64,439.1
12.418,527.02,427.25
12.419,512.4,415.41
12.42,497.78,403.57
12.421,483.17,391.73
12.421,468.56,379.9
12.422,453.95,368.07
12.423,439.35,356.23
12.424,424.75,344.41
12.425,410.15,332.58
12.426,395.56,320.75
12.427,380.97,308.93
12.428,366.38,297.11
12.429,351.8,285.29
12.429,337.22,273.47
12.43,322.64,261.66
12.431,308.07,249.85
12.432,293.5,238.04
12.433,278.93,226.23
12.434,264.36,214.42
12.435,249.8,202.62
12.436,235.25,190.81
12.436,220.69,179.01
12.437,206.14,167.21
12.438,191.59,155.42
12.439,177.05,143.62
12.44,162.51,131.83
12.441,147.97,120.04
12.442,133.44,108.25
12.443,118.9,96.465
12.444,104.38,84.681
12.444,89.851,72.899
12.445,75.33,61.118
12.446,60.811,49.34
12.447,46.296,37.564
12.448,31.784,25.79
12.449,17.275,14.018
12.45,2.7701,2.2478
12.451,-11.732,-9.5202
12.452,-26.231,-21.286
12.452,-40.727,-33.05
12.453,-55.219,-44.812
12.454,-69.708,-56.572
12.455,-84.194,-68.33
12.456,-98.677,-80.086
12.457,-113.16,-91.839
12.458,-127.63,-103.59
12.459,-142.11,-115.34
12.46,-156.58,-127.09
12.46,-171.04,-138.83
12.461,-185.5,-150.58
12.462,-199.97,-162.32
12.463,-214.42,-174.06
12.464,-228.88,-185.8
12.465,-243.33,-197.53
12.466,-257.77,-209.27
12.467,-272.22,-221
12.468,-286.66,-232.73
12.468,-301.09,-244.45
12.469,-315.53,-256.18
12.47,-329.96,-267.9
12.471,-344.39,-279.62
12.472,-358.81,-291.34
12.473,-373.23,-303.06
12.474,-387.65,-314.78
12.475,-402.07,-326.49
12.476,-416.48,-338.2
12.476,-430.89,-349.91
12.477,-445.29,-361.62
12.478,-459.69,-373.32
12.479,-474.09,-385.02
12.48,-488.49,-396.73
12.481,-502.88,-408.42
12.482,-517.27,-420.12
12.483,-531.66,-431.82
12.484,-546.04,-443.51
12.484,-560.42,-455.2
12.485,-574.79,-466.89
12.486,-589.17,-478.58
12.487,-603.54,-490.26
12.488,-617.9,-501.94
12.489,-632.27,-513.62
12.49,-646.63,-525.3
12.491,-660.98,-536.98
12.492,-675.34,-548.65
12.492,-689.69,-560.33
12.493,-704.04,-572
12.494,-718.38,-583.67
12.495,-732.72,-595.33
12.496,-747.06,-607
12.497,-761.39,-618.66
12.498,-775.73,-630.32
12.499,-790.05,-641.98
12.5,-804.38,-653.64
12.5,-818.7,-665.29
12.501,-833.02,-676.94
12.502,-847.34,-688.59
12.503,-861.65,-700.24
12.504,-875.96,-711.89
12.505,-890.26,-723.53
12.506,-904.57,-735.17
12.507,-918.87,-746.81
12.508,-933.16,-758.45
12.508,-947.46,-770.09
12.509,-961.75,-781.72
12.51,-976.03,-793.36
12.511,-990.32,-804.99
12.512,-1004.6,-816.61
12.513,-1018.9,-828.24
12.514,-1033.1,-839.86
12.515,-1047.4,-851.49
12.516,-1061.7,-863.11
12.516,-1076,-874.72
12.517,-1090.2,-886.34
12.518,-1104.5,-897.95
12.519,-1118.7,-909.57
12.52,-1133,-921.18
12.521,-1147.1,-932.71
12.522,-1162.3,-945.03
12.523,-1176.3,-956.47
12.524,-1190.3,-967.9
12.524,-1204.4,-979.34
12.525,-1218.4,-990.77
12.526,-1232.4,-1002.2
12.527,-1247.5,-1014.5
12.528,-1261.5,-1025.9
12.529,-1275.6,-1037.4
12.53,-1289.6,-1048.8
12.531,-1303.6,-1060.2
12.532,-1318.7,-1072.5
12.533,-1332.7,-1083.9
12.533,-1346.7,-1095.3
12.534,-1360.7,-1106.7
12.535,-1374.7,-1118.2
12.536,-1389.7,-1130.4
12.537,-1403.7,-1141.8
12.538,-1417.7,-1153.2
12.539,-1431.7,-1164.6
12.54,-1445.7,-1176.1
12.541,-1460.7,-1188.3
12.541,-1474.7,-1199.7
12.542,-1488.7,-1211.1
12.543,-1502.6,-1222.5
12.544,-1516.6,-1233.9
12.545,-1530.6,-1245.3
12.546,-1545.6,-1257.6
12.547,-1559.6,-1268.9
12.548,-1573.5,-1280.3
12.548,-1587.5,-1291.7
12.549,-1601.4,-1303.1
12.55,-1616.4,-1315.3
12.551,-1630.4,-1326.7
12.552,-1644.3,-1338.1
12.553,-1658.2,-1349.4
12.554,-1672.2,-1360.8
12.555,-1687.2,-1373.1
12.556,-1701.1,-1384.4
12.556,-1715,-1395.8
12.557,-1728.9,-1407.1
12.558,-1742.8,-1418.5
12.559,-1757.8,-1430.7
12.56,-1771.7,-1442.1
12.561,-1785.6,-1453.4
12.562,-1799.5,-1464.8
12.563,-1813.4,-1476.1
12.564,-1828.4,-1488.4
12.565,-1842.3,-1499.7
12.565,-1856.2,-1511.1
12.566,-1870.1,-1522.4
12.567,-1884,-1533.7
12.568,-1897.8,-1545.1
12.569,-1912.8,-1557.3
12.57,-1926.7,-1568.6
12.571,-1940.5,-1579.9
12.572,-1954.4,-1591.3
12.572,-1968.3,-1602.6
12.573,-1983.2,-1614.8
12.574,-1997.1,-1626.1
12.575,-2010.9,-1637.4
12.576,-2024.8,-1648.8
12.577,-2038.6,-1660.1
12.578,-2053.5,-1672.3
12.579,-2067.4,-1683.6
12.58,-2081.2,-1694.9
12.58,-2095.1,-1706.2
12.581,-2108.9,-1717.5
12.582,-2123.8,-1729.7
12.583,-2137.6,-1741
12.584,-2151.4,-1752.3
12.585,-2165.3,-1763.6
12.586,-2179.1,-1774.9
12.587,-2192.9,-1786.2
12.588,-2207.8,-1798.3
12.589,-2221.6,-1809.6
12.589,-2235.4,-1820.9
12.59,-2249.2,-1832.2
12.591,-2263,-1843.5
12.592,-2277.9,-1855.6
12.593,-2291.7,-1866.9
12.594,-2305.5,-1878.2
12.595,-2319.2,-1889.5
12.596,-2333,-1900.8
12.597,-2347.9,-1912.9
12.597,-2361.7,-1924.2
12.598,-2375.4,-1935.4
12.599,-2389.2,-1946.7
12.6,-2403,-1958
12.601,-2417.8,-1970.1
12.602,-2431.6,-1981.4
12.603,-2445.3,-1992.6
12.604,-2459.1,-2003.9
12.604,-2472.8,-2015.1
12.605,-2487.7,-2027.3
12.606,-2501.4,-2038.5
12.607,-2515.2,-2049.8
12.608,-2528.9,-2061
12.609,-2542.6,-2072.3
12.61,-2556.4,-2083.5
12.611,-2571.2,-2095.6
12.612,-2584.9,-2106.9
12.612,-2598.6,-2118.1
12.613,-2612.4,-2129.3
12.614,-2626.1,-2140.6
12.615,-2640.9,-2152.7
12.616,-2654.6,-2163.9
12.617,-2668.3,-2175.1
12.618,-2682,-2186.3
12.619,-2695.7,-2197.6
12.62,-2710.5,-2209.7
12.621,-2724.2,-2220.9
12.621,-2737.9,-2232.1
12.622,-2751.6,-2243.3
12.623,-2765.3,-2254.5
12.624,-2780,-2266.6
12.625,-2793.7,-2277.8
12.626,-2807.4,-2289
12.627,-2821.1,-2300.2
12.628,-2834.7,-2311.4
12.629,-2849.5,-2323.5
12.629,-2863.1,-2334.7
12.63,-2876.8,-2345.9
12.631,-2890.5,-2357.1
12.632,-2904.1,-2368.3
12.633,-2917.8,-2379.5
12.634,-2932.5,-2391.5
12.635,-2946.1,-2402.7
12.636,-2959.8,-2413.9
12.636,-2973.4,-2425.1
12.637,-2987.1,-2436.3
12.638,-3001.8,-2448.3
12.639,-3015.4,-2459.5
12.64,-3029.1,-2470.7
12.641,-3042.7,-2481.9
12.642,-3056.3,-2493
12.643,-3071,-2505.1
12.644,-3084.6,-2516.2
12.644,-3098.2,-2527.4
12.645,-3111.9,-2538.6
12.646,-3125.5,-2549.7
12.647,-3140.1,-2561.8
12.648,-3153.7,-2572.9
12.649,-3167.3,-2584.1
12.65,-3181,-2595.2
12.651,-3194.6,-2606.4
12.652,-3208.1,-2617.5
12.653,-3222.8,-2629.6
12.653,-3236.4,-2640.7
12.654,-3250,-2651.8
12.655,-3263.6,-2663
12.656,-3277.1,-2674.1
12.657,-3291.8,-2686.1
12.658,-3305.3,-2697.3
12.659,-3318.9,-2708.4
12.66,-3332.5,-2719.5
12.66,-3346,-2730.7
12.661,-3360.7,-2742.7
12.662,-3374.2,-2753.8
12.663,-3387.8,-2764.9
12.664,-3401.3,-2776
12.665,-3414.9,-2787.2
12.666,-3429.5,-2799.1
12.667,-3443,-2810.3
12.668,-3456.6,-2821.4
12.668,-3470.1,-2832.5
12.669,-3483.6,-2843.6
12.67,-3498.2,-2855.6
12.671,-3511.8,-2866.7
12.672,-3525.3,-2877.8
12.673,-3538.8,-2888.9
12.674,-3552.3,-2900
12.675,-3565.9,-2911.1
12.676,-3580.4,-2923.1
12.677,-3593.9,-2934.2
12.677,-3607.4,-2945.3
12.678,-3620.9,-2956.3
12.679,-3634.4,-2967.4
12.68,-3649,-2979.4
12.681,-3662.5,-2990.5
12.682,-3676,-3001.6
12.683,-3689.5,-3012.6
12.684,-3703,-3023.7
12.685,-3717.5,-3035.7
12.685,-3731,-3046.7
12.686,-3744.5,-3057.8
12.687,-3757.9,-3068.9
12.688,-3771.4,-3080
12.689,-3785.9,-3091.9
12.69,-3799.4,-3102.9
12.691,-3812.9,-3114
12.692,-3826.3,-3125.1
12.692,-3839.8,-3136.1
12.693,-3853.2,-3147.2
12.694,-3867.7,-3159.1
12.695,-3881.2,-3170.2
12.696,-3894.6,-3181.2
12.697,-3908.1,-3192.3
12.698,-3921.5,-3203.3
12.699,-3936,-3215.2
12.7,-3949.4,-3226.3
12.7,-3962.9,-3237.3
12.701,-3976.3,-3248.4
12.702,-3989.7,-3259.4
12.703,-4004.2,-3271.3
12.704,-4017.6,-3282.3
12.705,-4031,-3293.4
12.706,-4044.5,-3304.4
12.707,-4057.9,-3315.4
12.708,-4072.3,-3327.3
12.709,-4085.7,-3338.3
12.709,-4099.1,-3349.4
12.71,-4112.5,-3360.4
12.711,-4125.9,-3371.4
12.712,-4140.4,-3383.3
12.713,-4153.8,-3394.3
12.714,-4167.2,-3405.3
12.715,-4180.5,-3416.3
12.716,-4193.9,-3427.3
12.716,-4207.3,-3438.4
12.717,-4221.7,-3450.2
12.718,-4235.1,-3461.2
12.719,-4248.5,-3472.2
12.72,-4261.8,-3483.2
12.721,-4275.2,-3494.2
12.722,-4289.6,-3506.1
12.723,-4303,-3517.1
12.724,-4316.3,-3528.1
12.724,-4329.7,-3539.1
12.725,-4343,-3550
12.726,-4357.4,-3561.9
12.727,-4370.8,-3572.9
12.728,-4384.1,-3583.9
12.729,-4397.4,-3594.8
12.73,-4410.8,-3605.8
12.731,-4425.1,-3617.6
12.732,-4438.5,-3628.6
12.733,-4451.8,-3639.6
12.733,-4465.1,-3650.6
12.734,-4478.5,-3661.5
12.735,-4491.8,-3672.5
12.736,-4506.1,-3684.3
12.737,-4519.4,-3695.3
12.738,-4532.8,-3706.3
12.739,-4546.1,-3717.2
12.74,-4559.4,-3728.2
12.741,-4573.7,-3740
12.741,-4587,-3750.9
12.742,-4600.3,-3761.9
12.743,-4613.6,-3772.8
12.744,-4626.9,-3783.8
12.745,-4641.2,-3795.6
12.746,-4654.5,-3806.5
12.747,-4667.8,-3817.5
12.748,-4681,-3828.4
12.749,-4695.1,-3840
12.749,-4708.2,-3850.8
12.75,-4721.2,-3861.5
12.751,-4735.3,-3873.1
12.752,-4748.4,-3883.9
12.753,-4762.5,-3895.5
12.754,-4775.5,-3906.3
12.755,-4788.6,-3917.1
12.756,-4802.7,-3928.7
12.756,-4815.7,-3939.4
12.757,-4828.8,-3950.2
12.758,-4842.9,-3961.8
12.759,-4855.9,-3972.5
12.76,-4870,-3984.1
12.761,-4883,-3994.9
12.762,-4896.1,-4005.6
12.763,-4910.1,-4017.2
12.764,-4923.1,-4028
12.765,-4937.2,-4039.5
12.765,-4950.2,-4050.3
12.766,-4963.2,-4061
12.767,-4977.3,-4072.6
12.768,-4990.3,-4083.3
12.769,-5004.3,-4094.9
12.77,-5017.3,-4105.6
12.771,-5030.4,-4116.4
12.772,-5044.4,-4127.9
12.772,-5057.4,-4138.7
12.773,-5070.4,-4149.4
12.774,-5084.4,-4160.9
12.775,-5097.4,-4171.7
12.776,-5111.4,-4183.2
12.777,-5124.4,-4193.9
12.778,-5137.4,-4204.7
12.779,-5151.4,-4216.2
12.78,-5164.4,-4226.9
12.781,-5178.3,-4238.5
12.781,-5191.3,-4249.2
12.782,-5204.3,-4259.9
12.783,-5218.3,-4271.4
12.784,-5231.3,-4282.1
12.785,-5244.2,-4292.8
12.786,-5258.2,-4304.4
12.787,-5271.2,-4315.1
12.788,-5285.1,-4326.6
12.788,-5298.1,-4337.3
12.789,-5311,-4348
12.79,-5325,-4359.5
12.791,-5337.9,-4370.2
12.792,-5351.9,-4381.7
12.793,-5364.8,-4392.4
12.794,-5377.8,-4403.1
12.795,-5391.7,-4414.6
12.796,-5404.6,-4425.3
12.796,-5417.6,-4435.9
12.797,-5431.5,-4447.4
12.798,-5444.4,-4458.1
12.799,-5458.4,-4469.6
12.8,-5471.3,-4480.3
12.801,-5484.2,-4491
12.802,-5498.1,-4502.4
12.803,-5511,-4513.1
12.804,-5524.9,-4524.6
12.804,-5537.8,-4535.3
12.805,-5550.8,-4545.9
12.806,-5564.6,-4557.4
12.807,-5577.5,-4568.1
12.808,-5590.4,-4578.7
12.809,-5604.3,-4590.2
12.81,-5617.2,-4600.8
12.811,-5631.1,-4612.3
12.812,-5644,-4623
12.812,-5656.9,-4633.6
12.813,-5670.8,-4645.1
12.814,-5683.6,-4655.7
12.815,-5697.5,-4667.2
12.816,-5710.4,-4677.8
12.817,-5723.3,-4688.5
12.818,-5737.1,-4699.9
12.819,-5750,-4710.5
12.82,-5762.8,-4721.2
12.821,-5776.7,-4732.6
12.821,-5789.5,-4743.3
12.822,-5803.4,-4754.7
12.823,-5816.2,-4765.3
12.824,-5829.1,-4775.9
12.825,-5842.9,-4787.4
12.826,-5855.8,-4798
12.827,-5869.6,-4809.4
12.828,-5882.4,-4820.1
12.828,-5895.3,-4830.7
12.829,-5909.1,-4842.1
12.83,-5921.9,-4852.7
12.831,-5935.7,-4864.1
12.832,-5948.6,-4874.7
12.833,-5961.4,-4885.3
12.834,-5975.2,-4896.8
12.835,-5988,-4907.4
12.836,-6000.8,-4918
12.837,-6014.6,-4929.4
12.837,-6027.4,-4940
12.838,-6041.2,-4951.4
12.839,-6054,-4962
12.84,-6066.8,-4972.5
12.841,-6080.6,-4983.9
12.842,-6093.4,-4994.5
12.843,-6107.2,-5005.9
12.844,-6120,-5016.5
12.844,-6132.7,-5027.1
12.845,-6146.5,-5038.5
12.846,-6159.3,-5049.1
12.847,-6172.1,-5059.6
12.848,-6185.8,-5071
12.849,-6198.6,-5081.6
12.85,-6212.4,-5093
12.851,-6225.1,-5103.5
12.852,-6237.9,-5114.1
12.853,-6251.6,-5125.5
12.853,-6264.4,-5136
12.854,-6278.1,-5147.4
12.855,-6290.9,-5158
12.856,-6303.6,-5168.5
12.857,-6317.4,-5179.9
12.858,-6330.1,-5190.4
12.859,-6342.8,-5201
12.86,-6356.6,-5212.3
12.86,-6369.3,-5222.9
12.861,-6383,-5234.3
12.862,-6395.8,-5244.8
12.863,-6408.5,-5255.3
12.864,-6422.2,-5266.7
12.865,-6434.9,-5277.2
12.866,-6448.6,-5288.6
12.867,-6461.3,-5299.1
12.868,-6474,-5309.6
12.869,-6487.7,-5321
